Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"42789.7354","enterovirus D68 EVD68_240039635801_FRA24",,42789,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951;42789","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D;enterovirus D68","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","Partial","EVD68_240039635801_FRA24",,,,,,,,,,,,,,,,,,,,,"2025-06-01T00:00:00Z",,,,,,,"PQ612557",,,"Illumina",,"SPAdes v. 3.15.3",,,1,7331,41.890602,1,7331,,,,1,,,,,,"nasopharyngeal swab",,"2024-08-22",2024,,"France",,,,"Europe","France",,"Homo sapiens","Human","male","5 years",,"Human",,,,,,"2025-06-05T06:02:38.849Z","2025-06-05T06:02:38.849Z"
"42789.7355","enterovirus D68 EVD68_240037810103_FRA24",,42789,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951;42789","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D;enterovirus D68","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","Partial","EVD68_240037810103_FRA24",,,,,,,,,,,,,,,,,,,,,"2025-06-01T00:00:00Z",,,,,,,"PQ612556",,,"Illumina",,"SPAdes v. 3.15.3",,,1,7331,41.65871,1,7331,,,,1,,,,,,"nasopharyngeal swab",,"2024-08-09",2024,,"France",,,,"Europe","France",,"Homo sapiens","Human","female","1 months",,"Human",,,,,,"2025-06-05T06:02:40.673Z","2025-06-05T06:02:40.673Z"
"42789.7356","enterovirus D68 EVD68_240035398502_FRA24",,42789,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951;42789","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D;enterovirus D68","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","Partial","EVD68_240035398502_FRA24",,,,,,,,,,,,,,,,,,,,,"2025-06-01T00:00:00Z",,,,,,,"PQ612555",,,"Illumina",,"SPAdes v. 3.15.3",,,1,7331,41.65871,1,7331,,,,1,,,,,,"nasopharyngeal swab",,"2024-07-24",2024,,"France",,,,"Europe","France",,"Homo sapiens","Human","male","74 years",,"Human",,,,,,"2025-06-05T06:02:40.809Z","2025-06-05T06:02:40.809Z"
"42789.7357","enterovirus D68 EVD68_240034807401_FRA24",,42789,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951;42789","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D;enterovirus D68","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","Partial","EVD68_240034807401_FRA24",,,,,,,,,,,,,,,,,,,,,"2025-06-01T00:00:00Z",,,,,,,"PQ612554",,,"Illumina",,"SPAdes v. 3.15.3",,,1,7331,41.958805,1,7331,,,,1,,,,,,"nasopharyngeal swab",,"2024-07-20",2024,,"France",,,,"Europe","France",,"Homo sapiens","Human","male","8 months",,"Human",,,,,,"2025-06-05T06:02:40.966Z","2025-06-05T06:02:40.966Z"
"42789.7358","enterovirus D68 EVD68_240034265601_FRA24",,42789,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951;42789","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D;enterovirus D68","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","Partial","EVD68_240034265601_FRA24",,,,,,,,,,,,,,,,,,,,,"2025-06-01T00:00:00Z",,,,,,,"PQ612553",,,"Illumina",,"SPAdes v. 3.15.3",,,1,7331,41.754196,1,7331,,,,1,,,,,,"nasopharyngeal swab",,"2024-07-17",2024,,"France",,,,"Europe","France",,"Homo sapiens","Human","female","6 months",,"Human",,,,,,"2025-06-05T06:02:41.099Z","2025-06-05T06:02:41.099Z"
"42789.7359","enterovirus D68 EVD68_240027454901_FRA24",,42789,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951;42789","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D;enterovirus D68","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","Partial","EVD68_240027454901_FRA24",,,,,,,,,,,,,,,,,,,,,"2025-06-01T00:00:00Z",,,,,,,"PQ612551",,,"Illumina",,"SPAdes v. 3.15.3",,,1,7241,41.734566,1,7241,,,,1,,,,,,"nasopharyngeal swab",,"2024-06-05",2024,,"France",,,,"Europe","France",,"Homo sapiens","Human","male","33 years",,"Human",,,,,,"2025-06-05T06:02:41.451Z","2025-06-05T06:02:41.451Z"
"42789.7360","enterovirus D68 EVD68_240031696501_FRA24",,42789,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951;42789","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D;enterovirus D68","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","Partial","EVD68_240031696501_FRA24",,,,,,,,,,,,,,,,,,,,,"2025-06-01T00:00:00Z",,,,,,,"PQ612552",,,"Illumina",,"SPAdes v. 3.15.3",,,1,7330,41.678036,1,7330,,,,1,,,,,,"nasopharyngeal swab",,"2024-07-02",2024,,"France",,,,"Europe","France",,"Homo sapiens","Human","male","3 months",,"Human",,,,,,"2025-06-05T06:02:41.600Z","2025-06-05T06:02:41.600Z"
"42789.7362","enterovirus D68 EVD68_240031121601_FRA24",,42789,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951;42789","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D;enterovirus D68","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","Partial","EVD68_240031121601_FRA24",,,,,,,,,,,,,,,,,,,,,"2025-06-01T00:00:00Z",,,,,,,"PQ612550",,,"Illumina",,"SPAdes v. 3.15.3",,,1,7330,41.86903,1,7330,,,,1,,,,,,"nasopharyngeal swab",,"2024-06-28",2024,,"France",,,,"Europe","France",,"Homo sapiens","Human","male","5 years",,"Human",,,,,,"2025-06-05T06:02:42.174Z","2025-06-05T06:02:42.174Z"
"42789.7406","enterovirus D68 EVD68_024153564701_24U0222_ROU_FRA24",,42789,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951;42789","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D;enterovirus D68","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","Partial","EVD68_024153564701_24U0222_ROU_FRA24",,,,,,,,,,,,,,,,,,,,,"2025-06-01T00:00:00Z",,,,,,,"PQ612505",,,"Illumina",,"SPAdes v. 3.15.5",,,1,7348,41.358192,1,7348,,,,1,,,,,,"nasopharyngeal swab",,"2024-09-08",2024,,"France",,,,"Europe","France: Rouen",,"Homo sapiens","Human",,"5 years",,"Human",,,,,,"2025-06-05T06:02:48.073Z","2025-06-05T06:02:48.073Z"
"42789.7407","enterovirus D68 EVD68_024153562401_24U0221_ROU_FRA24",,42789,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951;42789","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D;enterovirus D68","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","Partial","EVD68_024153562401_24U0221_ROU_FRA24",,,,,,,,,,,,,,,,,,,,,"2025-06-01T00:00:00Z",,,,,,,"PQ612504",,,"Illumina",,"SPAdes v. 3.15.5",,,1,7348,41.303757,1,7348,,,,1,,,,,,"nasopharyngeal swab",,"2024-09-06",2024,,"France",,,,"Europe","France: Rouen",,"Homo sapiens","Human",,"15 years",,"Human",,,,,,"2025-06-05T06:02:47.939Z","2025-06-05T06:02:47.939Z"
"42789.7408","enterovirus D68 EVD68_024145249201_24E1227_LIL_FRA24",,42789,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951;42789","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D;enterovirus D68","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","Partial","EVD68_024145249201_24E1227_LIL_FRA24",,,,,,,,,,,,,,,,,,,,,"2025-06-01T00:00:00Z",,,,,,,"PQ612503",,,"Illumina",,"SPAdes v. 3.15.5",,,1,7354,41.365242,1,7354,,,,1,,,,,,"nasopharyngeal aspirate",,"2024-09-13",2024,,"France",,,,"Europe","France: Lille",,"Homo sapiens","Human",,"13 years",,"Human",,,,,,"2025-06-05T06:02:48.227Z","2025-06-05T06:02:48.227Z"
"42789.7409","enterovirus D68 EVD68_024142571601_24U0195_LIL_FRA 2024",,42789,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951;42789","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D;enterovirus D68","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","Partial","EVD68_024142571601_24U0195_LIL_FRA 2024",,,,,,,,,,,,,,,,,,,,,"2025-06-01T00:00:00Z",,,,,,,"PQ612502",,,"Illumina",,"SPAdes v. 3.15.5",,,1,7348,41.303757,1,7348,,,,1,,,,,,"nasopharyngeal aspirate",,"2024-09-03",2024,,"France",,,,"Europe","France: Lille",,"Homo sapiens","Human",,"91 years",,"Human",,,,,,"2025-06-05T06:02:48.374Z","2025-06-05T06:02:48.374Z"
"42789.7410","enterovirus D68 EVD68_024148642701_24U0211_CAE_FRA24",,42789,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951;42789","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D;enterovirus D68","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","Partial","EVD68_024148642701_24U0211_CAE_FRA24",,,,,,,,,,,,,,,,,,,,,"2025-06-01T00:00:00Z",,,,,,,"PQ612500",,,"Illumina",,"SPAdes v. 3.15.5",,,1,7340,41.74387,1,7340,,,,1,,,,,,"nasopharyngeal swab",,"2024-09-12",2024,,"France",,,,"Europe","France: Caen",,"Homo sapiens","Human",,"3 years",,"Human",,,,,,"2025-06-05T06:02:48.492Z","2025-06-05T06:02:48.492Z"
"42789.7411","enterovirus D68 EVD68_024152162001_24U0217_BOR_FRA24",,42789,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951;42789","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D;enterovirus D68","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","Partial","EVD68_024152162001_24U0217_BOR_FRA24",,,,,,,,,,,,,,,,,,,,,"2025-06-01T00:00:00Z",,,,,,,"PQ612501",,,"Illumina",,"SPAdes v. 3.15.5",,,1,7348,41.41263,1,7348,,,,1,,,,,,"bronchoalveolar lavage",,"2024-09-07",2024,,"France",,,,"Europe","France: Bordeaux",,"Homo sapiens","Human",,"18 years",,"Human",,,,,,"2025-06-05T06:02:48.664Z","2025-06-05T06:02:48.664Z"
"42789.7412","enterovirus D68 EVD68_024145244301_24E1226_LIL_FRA24",,42789,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951;42789","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D;enterovirus D68","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","Partial","EVD68_024145244301_24E1226_LIL_FRA24",,,,,,,,,,,,,,,,,,,,,"2025-06-01T00:00:00Z",,,,,,,"PQ612499",,,"Illumina",,"SPAdes v. 3.15.5",,,1,7340,41.662125,1,7340,,,,1,,,,,,"nasopharyngeal aspirate",,"2024-09-05",2024,,"France",,,,"Europe","France: Lille",,"Homo sapiens","Human",,"12 months",,"Human",,,,,,"2025-06-05T06:02:48.795Z","2025-06-05T06:02:48.795Z"
"42789.7413","enterovirus D68 EVD68_024145183901_24U0204_LIL_FRA24",,42789,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951;42789","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D;enterovirus D68","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","Partial","EVD68_024145183901_24U0204_LIL_FRA24",,,,,,,,,,,,,,,,,,,,,"2025-06-01T00:00:00Z",,,,,,,"PQ612498",,,"Illumina",,"SPAdes v. 3.15.5",,,1,7340,41.607628,1,7340,,,,1,,,,,,"nasopharyngeal aspirate",,"2024-09-05",2024,,"France",,,,"Europe","France: Lille",,"Homo sapiens","Human",,"37 years",,"Human",,,,,,"2025-06-05T06:02:49.054Z","2025-06-05T06:02:49.054Z"
"42789.7414","enterovirus D68 EVD68_024141587601_VRES24-272-40_LYO_FRA24",,42789,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951;42789","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D;enterovirus D68","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","Partial","EVD68_024141587601_VRES24-272-40_LYO_FRA24",,,,,,,,,,,,,,,,,,,,,"2025-06-01T00:00:00Z",,,,,,,"PQ612496",,,"Illumina",,"SPAdes v. 3.15.5",,,1,7340,41.553135,1,7340,,,,1,,,,,,"bronchoalveolar lavage",,"2024-09-24",2024,,"France",,,,"Europe","France: Lyon",,"Homo sapiens","Human",,"9 years",,"Human",,,,,,"2025-06-05T06:02:48.921Z","2025-06-05T06:02:48.921Z"
"42789.7415","enterovirus D68 EVD68_024141837201_VRES24-272-94_LYO_FRA24",,42789,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951;42789","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D;enterovirus D68","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","Partial","EVD68_024141837201_VRES24-272-94_LYO_FRA24",,,,,,,,,,,,,,,,,,,,,"2025-06-01T00:00:00Z",,,,,,,"PQ612497",,,"Illumina",,"SPAdes v. 3.15.5",,,1,7340,41.566757,1,7340,,,,1,,,,,,"nasopharyngeal swab",,"2024-09-24",2024,,"France",,,,"Europe","France: Lyon",,"Homo sapiens","Human",,"9 years",,"Human",,,,,,"2025-06-05T06:02:49.367Z","2025-06-05T06:02:49.367Z"
